11:14:10.6901 [INFO] uart5: [output] CANTRIP> [ssynthetic_random_alloc 42 1000 64 latency next_fit
11:14:10.6902 [INFO] uart5: [virt: 24.21s (+17.7ms)] CANTRIP> [ssynthetic_random_alloc 42 1000 64 latency next_fit
11:14:10.6915 [INFO] uart5: [output] Begin synthetic workload!
11:14:10.6916 [INFO] uart5: [virt:  24.21s (+0.2ms)] Begin synthetic workload!
11:14:10.7021 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 16384, 'obj-in-use': 1, 'instruction count': 424541, 'allocation': true}
11:14:11.1401 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 4096, 'obj-in-use': 1, 'instruction count': 1668, 'allocation': true}
11:14:11.1402 [INFO] uart5: [virt:  24.28s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 4096, 'obj-in-use': 1, 'instruction count': 1668, 'allocation': true}
11:14:11.1487 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 1294, 'allocation': false}
11:14:11.1488 [INFO] uart5: [virt:  24.28s (+0.4ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 1294, 'allocation': false}
11:14:11.1587 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 4096, 'obj-in-use': 1, 'instruction count': 4750, 'allocation': true}
11:14:11.1588 [INFO] uart5: [virt:  24.28s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 4096, 'obj-in-use': 1, 'instruction count': 4750, 'allocation': true}
11:14:11.1684 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 4608, 'obj-in-use': 2, 'instruction count': 1644, 'allocation': true}
11:14:11.1685 [INFO] uart5: [virt:  24.28s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 4608, 'obj-in-use': 2, 'instruction count': 1644, 'allocation': true}
11:14:11.1753 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 512, 'obj-in-use': 1, 'instruction count': 1398, 'allocation': false}
11:14:11.1754 [INFO] uart5: [virt:  24.28s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 512, 'obj-in-use': 1, 'instruction count': 1398, 'allocation': false}
11:14:11.1834 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 2519, 'allocation': false}
11:14:11.1835 [INFO] uart5: [virt:  24.28s (+0.4ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 2519, 'allocation': false}
11:14:11.1881 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 16, 'obj-in-use': 1, 'instruction count': 5124, 'allocation': true}
11:14:11.1882 [INFO] uart5: [virt:  24.28s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 16, 'obj-in-use': 1, 'instruction count': 5124, 'allocation': true}
11:14:11.1961 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 32784, 'obj-in-use': 9, 'instruction count': 2075, 'allocation': true}
11:14:11.1962 [INFO] uart5: [virt:  24.28s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 32784, 'obj-in-use': 9, 'instruction count': 2075, 'allocation': true}
11:14:11.2037 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 32768, 'obj-in-use': 8, 'instruction count': 1344, 'allocation': false}
11:14:11.2039 [INFO] uart5: [virt:  24.28s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 32768, 'obj-in-use': 8, 'instruction count': 1344, 'allocation': false}
11:14:11.2087 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 9953, 'allocation': false}
11:14:11.2088 [INFO] uart5: [virt:  24.28s (+0.6ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 9953, 'allocation': false}
11:14:11.2161 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 16, 'obj-in-use': 1, 'instruction count': 31265, 'allocation': true}
11:14:11.2162 [INFO] uart5: [virt:  24.28s (+0.8ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 16, 'obj-in-use': 1, 'instruction count': 31265, 'allocation': true}
11:14:11.2209 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 1276, 'allocation': false}
11:14:11.2210 [INFO] uart5: [virt:  24.28s (+0.4ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 1276, 'allocation': false}
11:14:11.2292 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 16, 'obj-in-use': 1, 'instruction count': 1669, 'allocation': true}
11:14:11.2292 [INFO] uart5: [virt:  24.28s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 16, 'obj-in-use': 1, 'instruction count': 1669, 'allocation': true}
11:14:11.2376 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 1256, 'allocation': false}
11:14:11.2377 [INFO] uart5: [virt:  24.28s (+0.4ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 1256, 'allocation': false}
11:14:11.2457 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 16, 'obj-in-use': 1, 'instruction count': 1695, 'allocation': true}
11:14:11.2458 [INFO] uart5: [virt:  24.28s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 16, 'obj-in-use': 1, 'instruction count': 1695, 'allocation': true}
11:14:11.2548 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 1276, 'allocation': false}
11:14:11.2550 [INFO] uart5: [virt:  24.28s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 1276, 'allocation': false}
11:14:11.2637 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 4096, 'obj-in-use': 1, 'instruction count': 1660, 'allocation': true}
11:14:11.2637 [INFO] uart5: [virt:  24.28s (+0.4ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 4096, 'obj-in-use': 1, 'instruction count': 1660, 'allocation': true}
11:14:11.2686 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 1286, 'allocation': false}
11:14:11.2687 [INFO] uart5: [virt:  24.28s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 1286, 'allocation': false}
11:14:11.2789 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 32, 'obj-in-use': 1, 'instruction count': 4786, 'allocation': true}
11:14:11.2790 [INFO] uart5: [virt:  24.29s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 32, 'obj-in-use': 1, 'instruction count': 4786, 'allocation': true}
11:14:11.2884 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 1279, 'allocation': false}
11:14:11.2885 [INFO] uart5: [virt:  24.29s (+0.4ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 1279, 'allocation': false}
11:14:11.2960 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 32768, 'obj-in-use': 8, 'instruction count': 2144, 'allocation': true}
11:14:11.2961 [INFO] uart5: [virt:  24.29s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 32768, 'obj-in-use': 8, 'instruction count': 2144, 'allocation': true}
11:14:11.3012 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 32800, 'obj-in-use': 9, 'instruction count': 1653, 'allocation': true}
11:14:11.3014 [INFO] uart5: [virt:  24.29s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 32800, 'obj-in-use': 9, 'instruction count': 1653, 'allocation': true}
11:14:11.3100 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 32, 'obj-in-use': 1, 'instruction count': 10065, 'allocation': false}
11:14:11.3101 [INFO] uart5: [virt:  24.29s (+0.6ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 32, 'obj-in-use': 1, 'instruction count': 10065, 'allocation': false}
11:14:11.3184 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 1279, 'allocation': false}
11:14:11.3185 [INFO] uart5: [virt:  24.29s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 1279, 'allocation': false}
11:14:11.3261 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 16, 'obj-in-use': 1, 'instruction count': 28119, 'allocation': true}
11:14:11.3263 [INFO] uart5: [virt:  24.29s (+0.7ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 16, 'obj-in-use': 1, 'instruction count': 28119, 'allocation': true}
11:14:11.3317 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 16400, 'obj-in-use': 2, 'instruction count': 1614, 'allocation': true}
11:14:11.3318 [INFO] uart5: [virt:  24.29s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 16400, 'obj-in-use': 2, 'instruction count': 1614, 'allocation': true}
11:14:11.3423 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 16, 'obj-in-use': 1, 'instruction count': 320539, 'allocation': false}
11:14:11.3424 [INFO] uart5: [virt:  24.29s (+3.6ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 16, 'obj-in-use': 1, 'instruction count': 320539, 'allocation': false}
11:14:11.3515 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 1276, 'allocation': false}
11:14:11.3516 [INFO] uart5: [virt:  24.29s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 1276, 'allocation': false}
11:14:11.3591 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 8192, 'obj-in-use': 2, 'instruction count': 27954, 'allocation': true}
11:14:11.3592 [INFO] uart5: [virt:  24.29s (+0.7ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 8192, 'obj-in-use': 2, 'instruction count': 27954, 'allocation': true}
11:14:11.3698 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 2531, 'allocation': false}
11:14:11.3699 [INFO] uart5: [virt:  24.29s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 2531, 'allocation': false}
11:14:11.3803 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 32, 'obj-in-use': 1, 'instruction count': 8069, 'allocation': true}
11:14:11.3804 [INFO] uart5: [virt:  24.29s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 32, 'obj-in-use': 1, 'instruction count': 8069, 'allocation': true}
11:14:11.3876 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 1797, 'allocation': false}
11:14:11.3877 [INFO] uart5: [virt:   24.3s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 1797, 'allocation': false}
11:14:11.3979 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 16, 'obj-in-use': 1, 'instruction count': 1669, 'allocation': true}
11:14:11.3980 [INFO] uart5: [virt:   24.3s (+0.4ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 16, 'obj-in-use': 1, 'instruction count': 1669, 'allocation': true}
11:14:11.4053 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 1256, 'allocation': false}
11:14:11.4078 [INFO] uart5: [virt:   24.3s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 1256, 'allocation': false}
11:14:11.4179 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 16, 'obj-in-use': 1, 'instruction count': 1669, 'allocation': true}
11:14:11.4180 [INFO] uart5: [virt:   24.3s (+0.4ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 16, 'obj-in-use': 1, 'instruction count': 1669, 'allocation': true}
11:14:11.4281 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 528, 'obj-in-use': 2, 'instruction count': 1632, 'allocation': true}
11:14:11.4282 [INFO] uart5: [virt:   24.3s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 528, 'obj-in-use': 2, 'instruction count': 1632, 'allocation': true}
11:14:11.4380 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 784, 'obj-in-use': 3, 'instruction count': 1766, 'allocation': true}
11:14:11.4381 [INFO] uart5: [virt:   24.3s (+0.4ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 784, 'obj-in-use': 3, 'instruction count': 1766, 'allocation': true}
11:14:11.4566 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 1296, 'obj-in-use': 4, 'instruction count': 1636, 'allocation': true}
11:14:11.4567 [INFO] uart5: [virt: 24.31s (+10.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 1296, 'obj-in-use': 4, 'instruction count': 1636, 'allocation': true}
11:14:11.4676 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 1040, 'obj-in-use': 3, 'instruction count': 1532, 'allocation': false}
11:14:11.4678 [INFO] uart5: [virt:  24.31s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 1040, 'obj-in-use': 3, 'instruction count': 1532, 'allocation': false}
11:14:11.4754 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 1056, 'obj-in-use': 4, 'instruction count': 1626, 'allocation': true}
11:14:11.4756 [INFO] uart5: [virt:  24.31s (+0.4ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 1056, 'obj-in-use': 4, 'instruction count': 1626, 'allocation': true}
11:14:11.4862 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 544, 'obj-in-use': 3, 'instruction count': 3351, 'allocation': false}
11:14:11.4864 [INFO] uart5: [virt:  24.31s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 544, 'obj-in-use': 3, 'instruction count': 3351, 'allocation': false}
11:14:11.4965 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 560, 'obj-in-use': 4, 'instruction count': 1626, 'allocation': true}
11:14:11.4965 [INFO] uart5: [virt:  24.31s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 560, 'obj-in-use': 4, 'instruction count': 1626, 'allocation': true}
11:14:11.5067 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 544, 'obj-in-use': 3, 'instruction count': 1450, 'allocation': false}
11:14:11.5093 [INFO] uart5: [virt:  24.31s (+0.4ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 544, 'obj-in-use': 3, 'instruction count': 1450, 'allocation': false}
11:14:11.5160 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 32, 'obj-in-use': 2, 'instruction count': 3339, 'allocation': false}
11:14:11.5161 [INFO] uart5: [virt:  24.31s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 32, 'obj-in-use': 2, 'instruction count': 3339, 'allocation': false}
11:14:11.5246 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 16, 'obj-in-use': 1, 'instruction count': 1368, 'allocation': false}
11:14:11.5247 [INFO] uart5: [virt:  24.31s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 16, 'obj-in-use': 1, 'instruction count': 1368, 'allocation': false}
11:14:11.5346 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 1276, 'allocation': false}
11:14:11.5347 [INFO] uart5: [virt:  24.31s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 1276, 'allocation': false}
11:14:11.5459 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 1024, 'obj-in-use': 1, 'instruction count': 3270, 'allocation': true}
11:14:11.5460 [INFO] uart5: [virt:  24.31s (+0.4ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 1024, 'obj-in-use': 1, 'instruction count': 3270, 'allocation': true}
11:14:11.5543 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 1056, 'obj-in-use': 2, 'instruction count': 1627, 'allocation': true}
11:14:11.5545 [INFO] uart5: [virt:  24.31s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 1056, 'obj-in-use': 2, 'instruction count': 1627, 'allocation': true}
11:14:11.5655 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 32, 'obj-in-use': 1, 'instruction count': 1348, 'allocation': false}
11:14:11.5656 [INFO] uart5: [virt:  24.31s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 32, 'obj-in-use': 1, 'instruction count': 1348, 'allocation': false}
11:14:11.5768 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 1279, 'allocation': false}
11:14:11.5770 [INFO] uart5: [virt:  24.31s (+0.4ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 1279, 'allocation': false}
11:14:11.5850 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 16, 'obj-in-use': 1, 'instruction count': 2519, 'allocation': true}
11:14:11.5852 [INFO] uart5: [virt:  24.31s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 16, 'obj-in-use': 1, 'instruction count': 2519, 'allocation': true}
11:14:11.5949 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 1276, 'allocation': false}
11:14:11.5950 [INFO] uart5: [virt:  24.31s (+0.4ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 1276, 'allocation': false}
11:14:11.6033 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 32, 'obj-in-use': 1, 'instruction count': 1678, 'allocation': true}
11:14:11.6035 [INFO] uart5: [virt:  24.31s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 32, 'obj-in-use': 1, 'instruction count': 1678, 'allocation': true}
11:14:11.6120 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 1251, 'allocation': false}
11:14:11.6121 [INFO] uart5: [virt:  24.32s (+0.4ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 1251, 'allocation': false}
11:14:11.6215 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 16, 'obj-in-use': 1, 'instruction count': 1695, 'allocation': true}
11:14:11.6216 [INFO] uart5: [virt:  24.32s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 16, 'obj-in-use': 1, 'instruction count': 1695, 'allocation': true}
11:14:11.6305 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 1276, 'allocation': false}
11:14:11.6307 [INFO] uart5: [virt:  24.32s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 1276, 'allocation': false}
11:14:11.6417 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 1024, 'obj-in-use': 1, 'instruction count': 2411, 'allocation': true}
